Time taken: 4.1585 seconds
         15369055 function calls (14734139 primitive calls) in 25.680 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 proxy.py:585(Proxy)
        1    0.000    0.000    0.000    0.000 _future.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3049(_sample_inverse_transform)
       17    0.000    0.000    0.000    0.000 construction.py:718(_sanitize_ndim)
        1    0.000    0.000    0.000    0.000 validators.py:332(_DeepIterable)
        9    0.000    0.000    0.000    0.000 configuration_utils.py:474(validate_layer_type)
       14    0.000    0.000    0.000    0.000 infer_schema.py:296(parse_return)
        1    0.000    0.000    0.000    0.000 __init__.py:186(PythonNativeModule)
       59    0.000    0.000    0.000    0.000 _param_validation.py:550(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 intfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _check.py:11(AttributeTypeIsSupportedChecker)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3246(acsc)
        1    0.000    0.000    0.000    0.000 _font.py:101(Font)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
       17    0.000    0.000    0.000    0.000 core_schema.py:2890(json_or_python_schema)
       14    0.000    0.000    0.000    0.000 inspect.py:545(isabstract)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 runs.py:56(SyncRunsClient)
       19    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 str.py:20(StrPrinter)
        2    0.000    0.000    0.000    0.000 knobs.py:136(__init__)
        3    0.000    0.000    0.000    0.000 {method 'update' of 'rpds.HashTrieMap' objects}
        1    0.000    0.000    0.000    0.000 lstm.py:15(LSTM)
        1    0.000    0.000    0.000    0.000 __init__.py:260(LazyFrame)
       28    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1737(acoth)
        1    0.000    0.000    0.000    0.000 multiple_negatives_ranking.py:12(MultipleNegativesRankingLoss)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:281(Application)
        1    0.000    0.000    0.000    0.000 bessel.py:1028(yn)
        1    0.000    0.000    0.000    0.000 supported_nvidia_binaries.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 modeling_utils.py:3751(get_init_context)
        1    0.000    0.000    0.000    0.000 builder.py:4208(SourcelessBuilder)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
       16    0.000    0.000    0.000    0.000 configuration_auto.py:64(model_type_to_module_name)
        1    0.000    0.000    0.000    0.000 trigonometric.py:243(sin)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
       16    0.000    0.000    0.000    0.000 doccer.py:126(_doc)
        1    0.000    0.000    0.000    0.000 mock.py:1728(patch)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4108(<lambda>)
        7    0.000    0.000    0.000    0.000 _aliases.py:448(reshape)
        4    0.000    0.000    0.000    0.000 basic.py:135(_get_postprocessors)
        1    0.000    0.000    0.000    0.000 activations.py:173(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5618(invweibull_gen)
        1    0.000    0.000    0.000    0.000 characteristiczero.py:1(<module>)
        9    0.000    0.000    0.000    0.000 modeling_rope_utils.py:777(validate_rope)
       38    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 objects.py:218(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6469(logistic_gen)
        6    0.000    0.000    0.000    0.000 __init__.py:373(handle_noncontiguous_outputs)
      131    0.000    0.000    0.000    0.000 custom_ops.py:430(register_fake)
        1    0.000    0.000    0.000    0.000 _types.py:106(AsyncByteStream)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2343(acos)
        1    0.000    0.000    0.000    0.000 import_utils.py:309(is_torch_xpu_available)
        6    0.000    0.000    0.000    0.000 types.py:1138(__init__)
      157    0.000    0.000    0.000    0.000 jit.py:302(__init__)
       52    0.000    0.000    0.000    0.000 __init__.py:880(is_cpu_scalar_tensor)
        3    0.000    0.000    0.000    0.000 symbolic_helper.py:1914(_reduce_with_dtype_helper)
        1    0.000    0.000    0.000    0.000 _once.py:1(<module>)
        1    0.000    0.000    0.000    0.000 schemas.py:615(FeedbackBase)
        3    0.000    0.000    0.000    0.000 expr.py:220(__neg__)
       10    0.000    0.000    0.000    0.000 configuration_utils.py:391(_experts_implementation)
        1    0.000    0.000    0.000    0.000 compiler.py:154(CUDABackend)
        2    0.000    0.000    0.000    0.000 _generics.py:461(get_cached_generic_type_late)
        1    0.000    0.000    0.000    0.000 quantization_config.py:612(ExllamaVersion)
        1    0.000    0.000    0.000    0.000 schemas.py:755(TracerSessionResult)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        6    0.000    0.000    0.000    0.000 _discriminated_union.py:478(_set_unique_choice_for_values)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:611(tanh)
        1    0.000    0.000    0.000    0.000 current_scope_id.py:1(<module>)
      104    0.000    0.000    0.000    0.000 thread.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _device.py:13(_device_constructors)
        8    0.000    0.000    0.000    0.000 _nonlin.py:120(_set_doc)
        1    0.000    0.000    0.000    0.000 series.py:126(BaseSeries)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2655(Conditional)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 simpledomain.py:1(<module>)
       27    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
        1    0.000    0.000    0.000    0.000 _msgpack.py:1(<module>)
        4    0.000    0.000    0.000    0.000 threadpoolctl.py:537(decorator)
        3    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
        1    0.000    0.000    0.000    0.000 euclidtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:482(erfi)
        1    0.000    0.000    0.000    0.000 sparse_triplet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chroma_cloud_qwen_embedding_function.py:14(ChromaCloudQwenEmbeddingTarget)
       88    0.000    0.000    0.000    0.000 inspect.py:1187(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:15(TensorProperties)
        1    0.000    0.000    0.000    0.000 optimization.py:15(Newton)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
       90    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
       18    0.000    0.000    0.000    0.000 decorators.py:314(_param_memo)
        1    0.000    0.000    0.000    0.000 _lazy_import.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _core.py:484(contents)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:153(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:1525(__repr__)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        6    0.000    0.000    0.000    0.000 blocks.py:639(copy)
        1    0.000    0.000    0.000    0.000 expr.py:346(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 function.py:1045(Derivative)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:1157(ExceptionStack)
        1    0.000    0.000    0.000    0.000 binary_cross_entropy.py:9(BinaryCrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 utils.py:395(CompileEventLogger)
        1    0.000    0.000    0.000    0.000 _types.py:92(SyncByteStream)
       24    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
        1    0.000    0.000    0.000    0.000 model.py:482(DeviceCheckType)
       40    0.000    0.000    0.000    0.000 initialization.py:50(normal_)
        1    0.000    0.000    0.000    0.000 singularityfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masking_utils.py:377(_non_vmap_expansion_sdpa)
       20    0.000    0.000    0.000    0.000 {method 'insert' of 'rpds.HashTrieSet' objects}
        1    0.000    0.000    0.000    0.000 _view_ops.py:599(_ViewShardingPropagator)
       89    0.000    0.000    0.000    0.000 functions.py:81(defun_wrapped)
        1    0.000    0.000    0.000    0.000 __init__.py:127(decorator)
       32    0.000    0.000    0.000    0.000 _config.py:132(as_dict)
        6    0.000    0.000    0.000    0.000 <attrs generated methods referencing._core.Registry>:18(__init__)
        1    0.000    0.000    0.000    0.000 riccati.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 densetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 preview.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(StringConverter)
        1    0.000    0.000    0.000    0.000 _getlimits.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 output_graph.py:389(OutputGraphGuardsState)
        1    0.000    0.000    0.000    0.000 validators.py:130(_MatchesReValidator)
        1    0.000    0.000    0.000    0.000 utils.py:22(_MissingType)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4405(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 normalize.py:17(__init__)
        1    0.000    0.000    0.000    0.000 cnn.py:15(CNN)
        1    0.000    0.000    0.000    0.000 mapping.py:1(<module>)
       98    0.000    0.000    0.000    0.000 fake_impls.py:163(register_op_impl)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 domainelement.py:1(<module>)
       25    0.000    0.000    0.000    0.000 parser.py:111(_split_opt)
        1    0.000    0.000    0.000    0.000 guards.py:3777(GuardsStatePickler)
        1    0.000    0.000    0.000    0.000 sequential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _doc_common.py:99(DocumentInformation)
        1    0.000    0.000    0.000    0.000 rpc_attributes.py:238(RpcMessageTypeValues)
        1    0.000    0.000    0.000    0.000 sparse_mse.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numbers.py:3598(__hash__)
        1    0.000    0.000    0.000    0.000 _async_read_write.py:38(AsyncReadWriteLock)
       76    0.000    0.000    0.000    0.000 _client.py:318(cookies)
        1    0.000    0.000    0.000    0.000 groupby.py:447(BaseGroupBy)
       40    0.000    0.000    0.000    0.000 getlimits.py:436(max)
        1    0.000    0.000    0.000    0.000 image_utils.py:90(AnnotationFormat)
      240    0.000    0.000    0.000    0.000 _base.py:200(get_object)
       31    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _mode_utils.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:38(_clean_attribute)
        1    0.000    0.000    0.000    0.000 placement_types.py:1386(_MaskPartial)
        1    0.000    0.000    0.000    0.000 concurrent.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:919(__all_and_float_types)
      232    0.000    0.000    0.000    0.000 _docscrape.py:724(_is_show_member)
        1    0.000    0.000    0.000    0.000 _async.py:37(AsyncSoftReadWriteLock)
        1    0.000    0.000    0.000    0.000 basic.py:2233(Atom)
        5    0.000    0.000    0.000    0.000 _generics.py:345(map_generic_model_arguments)
        1    0.000    0.000    0.000    0.000 eval_frame.py:2626(skip_code)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:105(CUDAOptions)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        5    0.000    0.000    0.000    0.000 fake_tensor.py:160(ordered_set)
        1    0.000    0.000    0.000    0.000 assistants.py:29(AssistantsClient)
        1    0.000    0.000    0.000    0.000 singularities.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _discriminated_union.py:389(_infer_discriminator_values_for_model_choice)
        1    0.000    0.000    0.000    0.000 quantization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:4(DegenerateDataWarning)
        3    0.000    0.000    0.000    0.000 _beta_decorator.py:15(warn_beta)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:205(Logistic)
       23    0.000    0.000    0.000    0.000 _make.py:1074(attach_hash)
      128    0.000    0.000    0.000    0.000 _headers.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
      131    0.000    0.000    0.000    0.000 _namespace_utils.py:86(__init__)
        1    0.000    0.000    0.000    0.000 _limiter_utils.py:1(<module>)
       20    0.000    0.000    0.000    0.000 document_loader.py:32(metadata)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:22(LogitRelaxedBernoulli)
       15    0.000    0.000    0.000    0.000 _generate_schema.py:392(_arbitrary_types)
        1    0.000    0.000    0.000    0.000 expintegrals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:824(coth)
        1    0.000    0.000    0.000    0.000 utils.py:1471(CompilationMetrics)
        1    0.000    0.000    0.000    0.000 _appending_byte_serializer.py:91(AppendingByteSerializer)
       11    0.000    0.000    0.000    0.000 base.py:931(__iter__)
        8    0.000    0.000    0.000    0.000 sympify.py:78(_is_numpy_instance)
        1    0.000    0.000    0.000    0.000 hints.py:32(TileHint)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:501(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:465(_build_resource_detectors)
        1    0.000    0.000    0.000    0.000 embedder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1597(HermiteE)
        1    0.000    0.000    0.000    0.000 configuration.py:322(HNSWConfigurationInterface)
        1    0.000    0.000    0.000    0.000 Image.py:174(Palette)
        1    0.000    0.000    0.000    0.000 chroma_langchain_embedding_function.py:29(ChromaLangchainEmbeddingFunction)
        1    0.000    0.000    0.000    0.000 _probability_distribution.py:6(_ProbabilityDistribution)
        1    0.000    0.000    0.000    0.000 itt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1107(Tracer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:526(_SpecialGenericAlias)
        2    0.000    0.000    0.000    0.000 realfield.py:121(dtype)
        1    0.000    0.000    0.000    0.000 formatting.py:110(HelpFormatter)
      108    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1225(LocalTensorMode)
        1    0.000    0.000    0.000    0.000 lists.py:432(RangeVariable)
        8    0.000    0.000    0.000    0.000 typing.py:1810(_allow_reckless_class_checks)
        1    0.000    0.000    0.000    0.000 shape_base.py:218(vstack)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:42(Deprecated)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bessel.py:1546(airybi)
        1    0.000    0.000    0.000    0.000 _utils.py:2110(_NoDefault)
        2    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _weights_only_unpickler.py:90(_add_safe_globals)
        1    0.000    0.000    0.000    0.000 _flat_param.py:202(FlatParameter)
       12    0.000    0.000    0.000    0.000 _regex_core.py:3716(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2957(__new__)
      128    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:29(ParallelBackendBase)
      140    0.000    0.000    0.000    0.000 _make.py:696(<genexpr>)
       57    0.000    0.000    0.000    0.000 _guards.py:1302(dataclass_with_cached_hash)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3149(min)
        1    0.000    0.000    0.000    0.000 __init__.py:759(AwsEcsLaunchtypeValues)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        1    0.000    0.000    0.000    0.000 interval_membership.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _regex_core.py:2973(get_firstset)
        1    0.000    0.000    0.000    0.000 activation.py:13(MultiheadAttention)
        1    0.000    0.000    0.000    0.000 __init__.py:65(OffsetType)
        1    0.000    0.000    0.000    0.000 weighted_layer_pooling.py:15(WeightedLayerPooling)
        1    0.000    0.000    0.000    0.000 hints.py:140(DeviceProperties)
        1    0.000    0.000    0.000    0.000 managers.py:1944(is_consolidated)
        1    0.000    0.000    0.000    0.000 generic.py:535(ExplicitEnum)
       36    0.000    0.000    0.000    0.000 _regex_core.py:3139(__del__)
        1    0.000    0.000    0.000    0.000 densearith.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10459(truncpareto_gen)
       73    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        2    0.000    0.000    0.000    0.000 deprecation.py:85(_decorate_fun)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1384(acosh)
        1    0.000    0.000    0.000    0.000 numbers.py:189(fibonacci)
       66    0.000    0.000    0.000    0.000 decorators.py:23(_sympifyit)
        1    0.000    0.000    0.000    0.000 functions.py:1096(LocalGeneratorObjectVariable)
        1    0.000    0.000    0.000    0.000 _bsplines.py:70(BSpline)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9359(irwinhall_gen)
        6    0.000    0.000    0.000    0.000 blocks.py:2352(ensure_block_shape)
        1    0.000    0.000    0.000    0.000 _data.py:3257(PowerTransformer)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4486(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 eval_frame.py:144(Unset)
       96    0.000    0.000    0.000    0.000 _utils.py:319(__init__)
        1    0.000    0.000    0.000    0.000 flex_attention.py:683(BlockMask)
       24    0.000    0.000    0.000    0.000 numerictypes.py:594(_scalar_type_key)
        6    0.000    0.000    0.000    0.000 _regex_core.py:1133(parse_flag_set)
        1    0.000    0.000    0.000    0.000 _linalg.py:99(SVDResult)
        1    0.000    0.000    0.000    0.000 otel_attributes.py:140(OtelStatusCodeValues)
        1    0.000    0.000    0.000    0.000 trainer.py:34(CrossEncoderTrainer)
        3    0.000    0.000    0.000    0.000 wrappers.py:172(_resize_output_check)
        2    0.000    0.000    0.000    0.000 core.py:6930(__init__)
        8    0.000    0.000    0.000    0.000 trace_rules.py:3270(_maybe_init_lazy_module)
        2    0.000    0.000    0.000    0.000 main.py:824(__try_update_forward_refs__)
       12    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
       77    0.000    0.000    0.000    0.000 {built-in method torch._C._push_on_torch_function_stack}
        5    0.000    0.000    0.000    0.000 base.py:652(_simple_new)
       32    0.000    0.000    0.000    0.000 enum.py:827(__members__)
        3    0.000    0.000    0.000    0.000 _make.py:2637(__setstate__)
        5    0.000    0.000    0.000    0.000 threading.py:1108(_delete)
        2    0.000    0.000    0.000    0.000 densebasic.py:343(dmp_validate)
        9    0.000    0.000    0.000    0.000 managers.py:271(set_axis)
        1    0.000    0.000    0.000    0.000 conv.py:28(Conv1d)
        1    0.000    0.000    0.000    0.000 __init__.py:70(LogExportResult)
        2    0.000    0.000    0.000    0.000 _make.py:821(_patch_original_class)
        1    0.000    0.000    0.000    0.000 loss_deformable_detr.py:59(DeformableDetrImageLoss)
        2    0.000    0.000    0.000    0.000 script_object.py:71(deco)
        1    0.000    0.000    0.000    0.000 appellseqs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9681(skewnorm_gen)
        1    0.000    0.000    0.000    0.000 loss_for_object_detection.py:285(HungarianMatcher)
       12    0.000    0.000    0.000    0.000 _basic.py:2838(<genexpr>)
        3    0.000    0.000    0.000    0.000 utils.py:512(__or__)
        2    0.000    0.000    0.000    0.000 config.py:353(start)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1698(<lambda>)
        1    0.000    0.000    0.000    0.000 _replay.py:1(<module>)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:310(wrapper)
        3    0.000    0.000    0.000    0.000 repr.py:115(rich_repr)
        1    0.000    0.000    0.000    0.000 {method 'new_ones' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        1    0.000    0.000    0.000    0.000 generic.py:1102(valid_keys)
        1    0.000    0.000    0.000    0.000 {built-in method posix.write}
       26    0.000    0.000    0.000    0.000 _jit_internal.py:1028(is_pass)
       12    0.000    0.000    0.000    0.000 base.py:8003(maybe_extract_name)
        1    0.000    0.000    0.000    0.000 peft.py:201(PermuteDims)
        1    0.000    0.000    0.000    0.000 sysconfig.py:222(is_python_build)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       14    0.000    0.000    0.000    0.000 config.py:313(__getitem__)
        1    0.000    0.000    0.000    0.000 readers.py:1593(TextFileReader)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1168(_cdf2_input_validation)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3015(asec)
        1    0.000    0.000    0.000    0.000 error_attributes.py:38(ErrorTypeValues)
        1    0.000    0.000    0.000    0.000 _polyint.py:120(_set_yi)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 graph.py:254(Graph)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:2550(_AutogradRngStateTracker)
       22    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 cache_utils.py:52(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        6    0.000    0.000    0.000    0.000 __init__.py:970(extract_shape)
       44    0.000    0.000    0.000    0.000 symbolic_shapes.py:948(is_nested_int)
        1    0.000    0.000    0.000    0.000 core_model_loading.py:226(SplitModulelist)
       46    0.000    0.000    0.000    0.000 logic.py:92(fuzzy_bool)
        2    0.000    0.000    0.000    0.000 _available_if.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1722(_identify_parameterization)
        1    0.000    0.000    0.000    0.000 logging_handlers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4579(halflogistic_gen)
       59    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:63(LogRegistry)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 _zoneinfo.py:30(ZoneInfo)
        1    0.000    0.000    0.000    0.000 pde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:447(SymInt)
        1    0.000    0.000    0.000    0.000 list_net.py:10(ListNetLoss)
      137    0.000    0.000    0.000    0.000 _pytree.py:811(_list_flatten)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:453(TensorWithFlatten)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_jp.getcodec}
        1    0.000    0.000    0.000    0.000 _dynamism.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:2544(fresnelc)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4273(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 core_model_loading.py:355(LinearToConv3d)
        1    0.000    0.000    0.000    0.000 device_interface.py:523(MpsInterface)
       15    0.000    0.000    0.000    0.000 _decorators.py:183(__post_init__)
        1    0.000    0.000    0.000    0.000 data_collator.py:618(DataCollatorForLanguageModeling)
        1    0.000    0.000    0.000    0.000 core_model_loading.py:181(MergeModulelist)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3652(_pxf_dispatch)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9182(reciprocal_gen)
       30    0.000    0.000    0.000    0.000 _font.py:251(_add_space_width)
        1    0.000    0.000    0.000    0.000 deprecation.py:572(surface_langchain_deprecation_warnings)
        1    0.000    0.000    0.000    0.000 differentiation.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        1    0.000    0.000    0.000    0.000 chroma_cloud_qwen_embedding_function.py:10(ChromaCloudQwenEmbeddingModel)
        1    0.000    0.000    0.000    0.000 sets.py:46(SetVariable)
       23    0.000    0.000    0.000    0.000 pythonmpq.py:103(_new)
        1    0.000    0.000    0.000    0.000 container.py:59(Sequential)
       54    0.000    0.000    0.000    0.000 managers.py:2191(internal_values)
        1    0.000    0.000    0.000    0.000 selectors.py:197(CompliantSelector)
        1    0.000    0.000    0.000    0.000 hints.py:130(AutotuneHint)
        1    0.000    0.000    0.000    0.000 transforms.py:1081(CatTransform)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1141(sech)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1884(asech)
       81    0.000    0.000    0.000    0.000 _generate_schema.py:202(check_validator_fields_against_field_name)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4912(__init__)
       38    0.000    0.000    0.000    0.000 inference.py:387(is_hashable)
        2    0.000    0.000    0.000    0.000 version.py:38(decorator)
        1    0.000    0.000    0.000    0.000 decorators.py:345(decorator)
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolalg.py:1286(Equivalent)
        1    0.000    0.000    0.000    0.000 misc.py:2276(RandomVariable)
        1    0.000    0.000    0.000    0.000 loss_lw_detr.py:98(LwDetrImageLoss)
       64    0.000    0.000    0.000    0.000 env.py:216(explode_env_vars)
        1    0.000    0.000    0.000    0.000 google_embedding_function.py:11(GoogleGeminiEmbeddingFunction)
        1    0.000    0.000    0.000    0.000 trainer.py:35(SparseEncoderTrainer)
        1    0.000    0.000    0.000    0.000 request.py:44(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 _data_structures.py:1173(ContentStream)
        1    0.000    0.000    0.000    0.000 pycode.py:753(MpmathPrinter)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1800(csc)
        6    0.000    0.000    0.000    0.000 config.py:668(_get_root)
        1    0.000    0.000    0.000    0.000 knobs.py:175(NvidiaTool)
       32    0.000    0.000    0.000    0.000 _urls.py:195(raw_host)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1572(atanh)
        8    0.000    0.000    0.000    0.000 mock.py:329(_delegating_property)
        2    0.000    0.000    0.000    0.000 common.py:1600(_is_dtype)
        1    0.000    0.000    0.000    0.000 numbers.py:2955(motzkin)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:518(__str__)
        2    0.000    0.000    0.000    0.000 frame.py:667(_constructor_from_mgr)
       40    0.000    0.000    0.000    0.000 libmpf.py:208(_normalize1)
    30/26    0.000    0.000    0.000    0.000 _regex_core.py:2948(fix_groups)
        1    0.000    0.000    0.000    0.000 progress.py:1061(Progress)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:1(<module>)
        8    0.000    0.000    0.000    0.000 ctx_iv.py:30(convert_mpf_)
        1    0.000    0.000    0.000    0.000 _api.py:182(BaseFileLock)
        1    0.000    0.000    0.000    0.000 expanding.py:42(Expanding)
       28    0.000    0.000    0.000    0.000 _core_utils.py:103(get_ref)
       96    0.000    0.000    0.000    0.000 functools.py:973(__set_name__)
