Time taken: 4.1585 seconds
         15369055 function calls (14734139 primitive calls) in 25.680 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 message_listener.py:50(NullMessageListener)
        4    0.000    0.000    0.000    0.000 numeric.py:91(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 protocol.py:182(SubscriptionSubscribe)
        1    0.000    0.000    0.000    0.000 exceptions.py:303(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 _interceptor.py:471(_InterceptedUnaryResponseMixin)
        1    0.000    0.000    0.000    0.000 std.py:228(__call__)
        1    0.000    0.000    0.000    0.000 lexer.py:764(LexerContext)
        1    0.000    0.000    0.000    0.000 graphlib.py:9(_NodeInfo)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 cp1006.py:9(Codec)
        1    0.000    0.000    0.000    0.000 networks.py:504(CockroachDsn)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1978(wrap_logical_op_with_cast_to)
        1    0.000    0.000    0.000    0.000 pgo.py:55(ReservedWorkflowIdUserError)
        1    0.000    0.000    0.000    0.000 __init__.py:21(IntCastingNaNError)
        1    0.000    0.000    0.000    0.000 constraints.py:503(_HalfOpenInterval)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:821(AlbertConverter)
        1    0.000    0.000    0.000    0.000 knobs.py:260(CompilationListener)
        4    0.000    0.000    0.000    0.000 _utils.py:1655(unstable)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2189(AutoModelForDocumentQuestionAnswering)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:452(RClass)
        1    0.000    0.000    0.000    0.000 _translate.py:202(ExcludeSeriesV1)
        1    0.000    0.000    0.000    0.000 cp1026.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _trace.py:303(TracingCheckError)
        1    0.000    0.000    0.000    0.000 optimization.py:357(Illinois)
        1    0.000    0.000    0.000    0.000 case.py:193(_BaseTestCaseContext)
        2    0.000    0.000    0.000    0.000 instantiator.py:77(get_filename)
        1    0.000    0.000    0.000    0.000 _dtypes.py:162(complex128)
        1    0.000    0.000    0.000    0.000 modeling_gguf_pytorch_utils.py:327(GPT2TensorProcessor)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:167(__init__)
        1    0.000    0.000    0.000    0.000 _content.py:67(AsyncIteratorByteStream)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2387(AutoModelForAudioFrameClassification)
        1    0.000    0.000    0.000    0.000 rootoftools.py:152(RootOf)
        1    0.000    0.000    0.000    0.000 initializers.py:32(_ChainedInitializer)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1072(_recomputation_hook)
        1    0.000    0.000    0.000    0.000 streams.py:136(ExternalStream)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1980(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 api.py:79(_DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 loss.py:1404(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(HostChangedError)
        1    0.000    0.000    0.000    0.000 _allocation.py:43(__init__)
        1    0.000    0.000    0.000    0.000 _exporter_metrics.py:49(ExporterMetricsT)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2452(AutoModelForPoseEstimation)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:469(ReturnValueOp)
        1    0.000    0.000    0.000    0.000 _fake_tensor_utils.py:109(_InputBackref)
        1    0.000    0.000    0.000    0.000 protocol.py:474(MessageFinishData)
        1    0.000    0.000    0.000    0.000 rnn.py:57(ContextProp)
        1    0.000    0.000    0.000    0.000 abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 knobs.py:312(BuildImpl)
        1    0.000    0.000    0.000    0.000 optimization.py:7(OptimizationMethods)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:9(Codec)
        1    0.000    0.000    0.000    0.000 exceptions.py:216(ResponseError)
        1    0.000    0.000    0.000    0.000 driver.py:387(HIPLauncher)
        1    0.000    0.000    0.000    0.000 _translate.py:276(AllowLazyV1)
        1    0.000    0.000    0.000    0.000 common_dtype.py:20(_dispatch_dtypes)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 _client.py:94(UseClientDefault)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_DefaultTracerProvider)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        1    0.000    0.000    0.000    0.000 metrics_service_pb2_grpc.py:33(MetricsServiceStub)
        1    0.000    0.000    0.000    0.000 instancenorm.py:375(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 nodes.py:1054(ImportedName)
        4    0.000    0.000    0.000    0.000 shape_base.py:15(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 _vertex.py:165(VertexVectorField)
        1    0.000    0.000    0.000    0.000 datapipe.py:244(DFIterDataPipe)
        1    0.000    0.000    0.000    0.000 _util.py:59(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 base_hop.py:276(FunctionWithNoFreeVars)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 instrument.py:303(_ProxyObservableCounter)
        1    0.000    0.000    0.000    0.000 _signature.py:18(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:926(MeijerFormulaCollection)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        2    0.000    0.000    0.000    0.000 base_parser.py:871(is_index_col)
        1    0.000    0.000    0.000    0.000 __init__.py:113(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:263(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _translate.py:207(ExcludeSeriesStrictV1)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _runnable.py:256(_RunnableWithConfigWriterStore)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:34(MissingDefinitionError)
        1    0.000    0.000    0.000    0.000 line.py:2834(Segment3D)
        1    0.000    0.000    0.000    0.000 diophantine.py:695(HomogeneousTernaryQuadraticNormal)
        1    0.000    0.000    0.000    0.000 _translate.py:316(PassThroughUnknownV1)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:126(DataDependentOutputException)
        1    0.000    0.000    0.000    0.000 {built-in method regex._regex.get_code_size}
        5    0.000    0.000    0.000    0.000 _regex_core.py:4039(has_simple_start)
        1    0.000    0.000    0.000    0.000 model_card.py:191(ModelCardCallback)
        1    0.000    0.000    0.000    0.000 sql.py:1531(BaseEngine)
        1    0.000    0.000    0.000    0.000 variable.py:9(VariableMeta)
        4    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:396(_broadcast_to_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        1    0.000    0.000    0.000    0.000 errors.py:96(APIConnectionError)
        1    0.000    0.000    0.000    0.000 hashing.py:158(NumpyHasher)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _types.py:32(SupportsItems)
        1    0.000    0.000    0.000    0.000 torch_function.py:239(__init__)
        1    0.000    0.000    0.000    0.000 knobs.py:227(env_opt_bool)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 expr.py:1104(LazyExprNameNamespace)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:71(LoggingTensorMode)
        1    0.000    0.000    0.000    0.000 _scorer.py:414(_Scorer)
        1    0.000    0.000    0.000    0.000 accessor.py:202(Accessor)
        3    0.000    0.000    0.000    0.000 core.py:906(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:49(KnownFailureException)
        1    0.000    0.000    0.000    0.000 polyerrors.py:6(BasePolynomialError)
        1    0.000    0.000    0.000    0.000 exc.py:143(TorchRuntimeError)
        1    0.000    0.000    0.000    0.000 lexer.py:484(words)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:9(Codec)
        1    0.000    0.000    0.000    0.000 argparse.py:1045(_AppendAction)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 stream.py:806(_SyncHandleToolCallsProjection)
        1    0.000    0.000    0.000    0.000 errors.py:359(FrozenSetMaxLengthError)
        1    0.000    0.000    0.000    0.000 modeling_gguf_pytorch_utils.py:353(MambaTensorProcessor)
        1    0.000    0.000    0.000    0.000 _script.py:286(ScriptMeta)
        1    0.000    0.000    0.000    0.000 pooling.py:1473(AdaptiveAvgPool2d)
        1    0.000    0.000    0.000    0.000 datapipes.py:32(PerRowDataFramesPipe)
        1    0.000    0.000    0.000    0.000 nodes.py:50(Impossible)
        1    0.000    0.000    0.000    0.000 driver.py:50(GPUDriver)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:15(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 protocol.py:273(ToolsEvent)
        1    0.000    0.000    0.000    0.000 errors.py:367(AnyStrMinLengthError)
        1    0.000    0.000    0.000    0.000 _decorators_v1.py:119(V2CoreBeforeRootValidator)
        1    0.000    0.000    0.000    0.000 pythonmpq.py:122(__bool__)
        1    0.000    0.000    0.000    0.000 expr.py:1094(EagerExprNameNamespace)
        1    0.000    0.000    0.000    0.000 cp875.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:13(_SupportsCtxMgr)
        1    0.000    0.000    0.000    0.000 util.py:30(ClassNotFound)
        1    0.000    0.000    0.000    0.000 registration.py:207(__init__)
        1    0.000    0.000    0.000    0.000 kz1048.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 protocol.py:172(BlockDelta)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 protocol.py:265(LifecycleEvent)
        1    0.000    0.000    0.000    0.000 cp775.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _dtensor_spec.py:26(_StridedShardNotDecodableError)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1247(MeijerUnShiftC)
        1    0.000    0.000    0.000    0.000 deprecation.py:71(LangChainDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pooling.py:322(get_embedding_dimension)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2445(AutoModelForPointmapEstimation)
        1    0.000    0.000    0.000    0.000 mock.py:3039(_AsyncIterator)
        1    0.000    0.000    0.000    0.000 loss.py:629(BCELoss)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2371(AutoModelForTDT)
        1    0.000    0.000    0.000    0.000 hub_kernels.py:284(LayerRepository)
        1    0.000    0.000    0.000    0.000 _translate.py:222(AllowSeriesV1)
        1    0.000    0.000    0.000    0.000 _translate.py:296(AllowAnyV1)
        1    0.000    0.000    0.000    0.000 instrument.py:342(_ProxyObservableUpDownCounter)
        1    0.000    0.000    0.000    0.000 core_schema.py:436(ToStringSerSchema)
        1    0.000    0.000    0.000    0.000 gb18030.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _utils.py:927(_ClassPropertyDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:792(VisibleWhitespaceFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 configparser.py:182(NoSectionError)
        1    0.000    0.000    0.000    0.000 protocol.py:204(InputInject)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 <attrs generated __repr__ attr._make.Converter>:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1516(InverseHankelTransform)
        1    0.000    0.000    0.000    0.000 numbers.py:2764(IntegerConstant)
        1    0.000    0.000    0.000    0.000 argparse.py:1083(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 enum.py:809(__getitem__)
        1    0.000    0.000    0.000    0.000 protocol.py:214(StateListCheckpoints)
        1    0.000    0.000    0.000    0.000 kind.py:48(Kind)
        1    0.000    0.000    0.000    0.000 _translate.py:281(AllowLazyStrictV1)
        1    0.000    0.000    0.000    0.000 process_executor.py:279(_CallItem)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:9(Codec)
        1    0.000    0.000    0.000    0.000 function.py:330(FunctionMeta)
        1    0.000    0.000    0.000    0.000 serialization.py:788(_open_buffer_writer)
        1    0.000    0.000    0.000    0.000 _base.py:22(Future)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:12(ConstantInputWarning)
        1    0.000    0.000    0.000    0.000 base.py:1021(ClassNamePrefixFeaturesOutMixin)
        1    0.000    0.000    0.000    0.000 _events.py:32(Event)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:291(OTELResourceDetector)
        1    0.000    0.000    0.000    0.000 errors.py:343(SetMaxLengthError)
        1    0.000    0.000    0.000    0.000 optimization.py:517(ANewton)
        1    0.000    0.000    0.000    0.000 _interceptor.py:1142(UnaryStreamCallResponseIterator)
        1    0.000    0.000    0.000    0.000 loader.py:41(Loader)
        1    0.000    0.000    0.000    0.000 <attrs generated __repr__ attr._make.ClassProps>:1(<module>)
        1    0.000    0.000    0.000    0.000 stream.py:870(_SyncHandleSubgraphsProjection)
        1    0.000    0.000    0.000    0.000 protocol.py:210(StateGet)
        1    0.000    0.000    0.000    0.000 multi.py:135(MultiIndexUInt32Engine)
        1    0.000    0.000    0.000    0.000 <attrs generated __repr__ attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2133(AutoModelForMaskedLM)
        1    0.000    0.000    0.000    0.000 arpack.py:293(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 constraints.py:555(_LowerTriangular)
        1    0.000    0.000    0.000    0.000 deprecated_import.py:200(_DeprecatedModuleFinder)
        1    0.000    0.000    0.000    0.000 floating.py:66(FloatingArray)
        1    0.000    0.000    0.000    0.000 mock.py:302(__init__)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2357(AutoModelForCTC)
        1    0.000    0.000    0.000    0.000 optimization.py:104(MNewton)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 __init__.py:910(TokenMergeFilter)
        1    0.000    0.000    0.000    0.000 case.py:202(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 _translate.py:266(_AllowLazy)
        1    0.000    0.000    0.000    0.000 nodes.py:54(NodeType)
        1    0.000    0.000    0.000    0.000 schema.py:936(_TypedDictLikeV2)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mock.py:1084(_AnyComparer)
        1    0.000    0.000    0.000    0.000 constraints.py:629(_PositiveSemidefinite)
        1    0.000    0.000    0.000    0.000 api.py:98(AllGatherStates)
        1    0.000    0.000    0.000    0.000 optimization.py:290(Bisection)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:182(_ShapeEnvGuardError)
        1    0.000    0.000    0.000    0.000 _translate.py:155(ToArrow)
        1    0.000    0.000    0.000    0.000 _exceptions.py:258(HTTPStatusError)
        1    0.000    0.000    0.000    0.000 jsonschema.py:303(_maybe_in_subresource_crazy_items)
        1    0.000    0.000    0.000    0.000 schema.py:275(Assistant)
        1    0.000    0.000    0.000    0.000 exceptions.py:324(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 dropout.py:76(Dropout1d)
        1    0.000    0.000    0.000    0.000 fused.py:59(ConvReLU2d)
        3    0.000    0.000    0.000    0.000 wrappers.py:256(maybe_compute_memory_format)
        1    0.000    0.000    0.000    0.000 argparse.py:988(_StoreConstAction)
        2    0.000    0.000    0.000    0.000 encoder.py:101(_SimpleSizer)
        1    0.000    0.000    0.000    0.000 protocol.py:269(MessagesEvent)
        1    0.000    0.000    0.000    0.000 errors.py:264(PathNotAFileError)
        1    0.000    0.000    0.000    0.000 _param_validation.py:20(InvalidParameterError)
        1    0.000    0.000    0.000    0.000 configparser.py:217(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:1533(XGLMConverter)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:141(MetadataMismatchError)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:116(UnsupportedFakeTensorException)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2255(AutoModelForTimeSeriesPrediction)
        2    0.000    0.000    0.000    0.000 _typing.py:153(DTypesAll)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:228(BertConverter)
        1    0.000    0.000    0.000    0.000 polyerrors.py:136(ComputationFailed)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 __init__.py:297(Status)
        1    0.000    0.000    0.000    0.000 utils.py:486(FilterLangSmithRetry)
        1    0.000    0.000    0.000    0.000 exceptions.py:75(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exc.py:47(MissingOperatorWithDecomp)
        5    0.000    0.000    0.000    0.000 _regex_core.py:1980(can_be_affix)
        1    0.000    0.000    0.000    0.000 knobs.py:455(PipelineStagesHook)
        1    0.000    0.000    0.000    0.000 activations.py:184(LinearActivation)
        1    0.000    0.000    0.000    0.000 utils.py:1466(LineContext)
        1    0.000    0.000    0.000    0.000 numbers.py:3308(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 _translate.py:89(ToNumpy)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 exceptions.py:251(NoSuchCommand)
        1    0.000    0.000    0.000    0.000 protocol.py:469(ContentBlockFinishData)
        1    0.000    0.000    0.000    0.000 core.py:900(_DomainGreater)
        1    0.000    0.000    0.000    0.000 context.py:311(ForkServerContext)
        1    0.000    0.000    0.000    0.000 protocol.py:218(StateFork)
        1    0.000    0.000    0.000    0.000 modules.py:1867(InnerEndomorphism)
        1    0.000    0.000    0.000    0.000 exc.py:314(UncapturedHigherOrderOpError)
        1    0.000    0.000    0.000    0.000 report.py:44(IPReport)
        1    0.000    0.000    0.000    0.000 arpack.py:1004(LuInv)
        1    0.000    0.000    0.000    0.000 _native.py:201(NativeLazyFrame)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 functional_validators.py:597(FreeModelBeforeValidator)
        1    0.000    0.000    0.000    0.000 _translate.py:242(OnlySeriesV1)
        1    0.000    0.000    0.000    0.000 cp869.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2364(AutoModelForRNNT)
        1    0.000    0.000    0.000    0.000 meijerint.py:313(_CoeffExpValueError)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 networks.py:513(AmqpDsn)
        1    0.000    0.000    0.000    0.000 _native.py:249(NativeDask)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:136(UnsupportedMutationAliasingException)
        1    0.000    0.000    0.000    0.000 progress.py:914(TransferSpeedColumn)
        1    0.000    0.000    0.000    0.000 types.py:629(IntRange)
        1    0.000    0.000    0.000    0.000 utils.py:520(SupportsAdd)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2223(AutoModelForImageClassification)
        1    0.000    0.000    0.000    0.000 _translate.py:252(_OnlyEagerOrInterchange)
        1    0.000    0.000    0.000    0.000 objects.py:108(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 meta_utils.py:610(_MetaTensorCallbackKwargs)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 squad.py:719(SquadResult)
        1    0.000    0.000    0.000    0.000 diophantine.py:1134(GeneralSumOfEvenPowers)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 core.py:879(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 pickletools.py:1093(OpcodeInfo)
        1    0.000    0.000    0.000    0.000 _profiles.py:36(ProfileConfigFile)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2167(AutoModelForTableQuestionAnswering)
        1    0.000    0.000    0.000    0.000 _logger_metrics.py:16(NoOpLoggerMetrics)
        1    0.000    0.000    0.000    0.000 types.py:778(CronsDelete)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 errors.py:156(PydanticInvalidForJsonSchema)
        1    0.000    0.000    0.000    0.000 core_model_loading.py:814(WeightRenaming)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:95(_Bunch)
        1    0.000    0.000    0.000    0.000 expr.py:934(LazyExprNamespace)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:127(GatherTraceback)
        1    0.000    0.000    0.000    0.000 datapipes.py:86(FilterDataFramesPipe)
        1    0.000    0.000    0.000    0.000 core.py:916(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 type_checkers.py:302(FloatValueChecker)
        1    0.000    0.000    0.000    0.000 errors.py:351(FrozenSetMinLengthError)
        1    0.000    0.000    0.000    0.000 _decorators_v1.py:33(V1ValidatorWithKwargs)
        1    0.000    0.000    0.000    0.000 exceptions.py:283(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 configparser.py:265(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 decoders.py:102(Decoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:396(by_relevance)
        1    0.000    0.000    0.000    0.000 report.py:36(SQPReport)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:131(UnsupportedOperatorException)
        1    0.000    0.000    0.000    0.000 _decorators_v1.py:39(V1ValidatorWithValuesAndKwargs)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:129(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:658(ServerCertificateConfiguration)
        1    0.000    0.000    0.000    0.000 tokenization_bert_legacy.py:419(WordpieceTokenizer)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2422(AutoModelForAudioTokenization)
        1    0.000    0.000    0.000    0.000 _utils.py:548(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:166(InvalidURI)
        1    0.000    0.000    0.000    0.000 protocol.py:196(AgentGetTree)
        1    0.000    0.000    0.000    0.000 cp856.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 instrument.py:240(ObservableCounter)
        1    0.000    0.000    0.000    0.000 utils.py:33(UnsupportedAliasMutationException)
        1    0.000    0.000    0.000    0.000 _utils.py:236(ValidateBackendVersion)
        1    0.000    0.000    0.000    0.000 _node.py:16(_Node)
        1    0.000    0.000    0.000    0.000 types.py:406(__hash__)
        1    0.000    0.000    0.000    0.000 _typing.py:30(DataclassLike)
        1    0.000    0.000    0.000    0.000 misc.py:1890(DeletedVariable)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(TarError)
        1    0.000    0.000    0.000    0.000 cp1125.py:9(Codec)
        1    0.000    0.000    0.000    0.000 constraints.py:329(_Boolean)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3144(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 utilities.py:7(DotProdSimpState)
        1    0.000    0.000    0.000    0.000 stream.py:1013(_SyncExtensionsProjection)
        1    0.000    0.000    0.000    0.000 functional_validators.py:581(ModelBeforeValidatorWithoutInfo)
        3    0.000    0.000    0.000    0.000 managers.py:1095(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _node.py:20(_NodeWithConfig)
        1    0.000    0.000    0.000    0.000 core_schema.py:2156(AfterValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 trainer_callback.py:698(PrinterCallback)
        1    0.000    0.000    0.000    0.000 pgo.py:203(InferStride)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:24(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:1124(SeamlessM4TConverter)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:1422(CLIPConverter)
        1    0.000    0.000    0.000    0.000 util.py:265(Future)
        1    0.000    0.000    0.000    0.000 model_card.py:369(<lambda>)
        1    0.000    0.000    0.000    0.000 constants.py:35(EncryptionDictAttributes)
        1    0.000    0.000    0.000    0.000 _node.py:32(_NodeWithWriterStore)
        1    0.000    0.000    0.000    0.000 _translate.py:247(OnlySeriesStrictV1)
        1    0.000    0.000    0.000    0.000 loss.py:1147(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 nodes.py:804(Test)
        1    0.000    0.000    0.000    0.000 trace_service_pb2_grpc.py:33(TraceServiceStub)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2070(AnyU)
        1    0.000    0.000    0.000    0.000 stata.py:849(StataParser)
        1    0.000    0.000    0.000    0.000 _translate.py:262(OnlyEagerOrInterchangeStrict)
        1    0.000    0.000    0.000    0.000 exceptions.py:160(InconsistentVersionWarning)
        1    0.000    0.000    0.000    0.000 mock.py:401(Base)
        1    0.000    0.000    0.000    0.000 _codata.py:2118(ConstantWarning)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:1826(ParakeetConverter)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 dataframes.py:40(CaptureControl)
        1    0.000    0.000    0.000    0.000 orderings.py:54(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3303(PrecompiledCode)
        1    0.000    0.000    0.000    0.000 schema.py:588(SearchItemsResponse)
        1    0.000    0.000    0.000    0.000 cow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constructor.py:16(ConstructorError)
        1    0.000    0.000    0.000    0.000 _node.py:50(_NodeWithConfigWriterStore)
        1    0.000    0.000    0.000    0.000 groundtypes.py:21(_GMPYInteger)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:726(_RealParameter)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:166(JitTypeTraceStore)
        1    0.000    0.000    0.000    0.000 find_static_lib.py:14(StaticLibNotFoundError)
        1    0.000    0.000    0.000    0.000 response.py:125(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3206(_polyfilled_function_ids)
        1    0.000    0.000    0.000    0.000 errors.py:21(CorruptedCacheException)
        1    0.000    0.000    0.000    0.000 _decorators_v1.py:27(V1ValidatorWithValuesKwOnly)
        1    0.000    0.000    0.000    0.000 exc.py:384(ObservedAttributeError)
        1    0.000    0.000    0.000    0.000 batchnorm.py:384(LazyBatchNorm1d)
        1    0.000    0.000    0.000    0.000 warnings.py:70(PydanticDeprecatedSince29)
        1    0.000    0.000    0.000    0.000 format.py:1668(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 progress.py:820(FileSizeColumn)
